DB Class Key	Common Organism Name	NCBI Taxon ID	Symbol	EntrezGene ID	Mouse MGI ID	HGNC ID	OMIM Gene ID	Genetic Location	Genomic Coordinates (mouse: , human: )	Nucleotide RefSeq IDs	Protein RefSeq IDs	SWISS_PROT IDs
43219701	mouse, laboratory	10090	Slc29a1	63959	MGI:1927073			Chr17 22.59 cM	Chr17:45896126-45910532(-)	XM_030249966,NM_022880,NM_001199113,NM_001199114,NM_001376990,NM_001199115,NM_001199116,NM_001376993,NM_001376994,NM_001376991,NM_001376992,NM_001376997,NM_001376998,NM_001376995,NM_001376996,NM_001376987,NM_001376988,NM_001376989,NM_001357771,XM_036160735,XM_036160734,XM_006524773,XM_036160736	NP_001186043,NP_001363925,NP_001186045,NP_001363927,NP_001186042,NP_001186044,NP_001363920,XP_036016627,XP_036016628,NP_001363923,NP_075018,NP_001363924,NP_001363921,XP_036016629,NP_001363922,XP_006524836,NP_001363917,NP_001344700,XP_030105826,NP_001363919,NP_001363926,NP_001363918,NP_001363916	Q9JIM1
43219701	human	9606	SLC29A1	2030		HGNC:11003	OMIM:602193	Chr6 p21.1	Chr6:44219505-44234151(+)	NM_001304465,NM_001304466,NM_001372327,NM_004955,NM_001078174,NM_001078175,NM_001078176,NM_001078177,NM_001304462,NM_001304463	XP_005248933,XP_005248935,XP_005248937,XP_005248938,XP_005248939,XP_011512643,NP_001359256,NP_001291395,NP_001291394,NP_001291391,NP_001071645,NP_001071643	Q99808
43219702	mouse, laboratory	10090	Ehd4	98878	MGI:1919619			Chr2 60.16 cM	Chr2:119919958-119985056(-)	NM_133838,XM_017319352	XP_017174841,NP_598599	Q9EQP2
43219702	human	9606	EHD4	30844		HGNC:3245	OMIM:605892	Chr15 q15.1	Chr15:41899440-41972557(-)	NM_139265	NP_644670,XP_047288364	Q9H223
43219703	mouse, laboratory	10090	P3h2	210530	MGI:2146663			Chr16 17.63 cM	Chr16:25778038-25924534(-)	NM_173379	NP_775555	Q8CG71
43219703	human	9606	P3H2	55214		HGNC:19317	OMIM:610341	Chr3 q28	Chr3:189956728-190122437(-)	NM_018192,NM_001134418	NP_001127890,NP_060662	Q8IVL5
43219704	mouse, laboratory	10090	H1f2	50708	MGI:1931526			Chr13 9.9 cM	Chr13:23922790-23923514(+)	NM_015786	NP_056601	P15864
43219704	human	9606	H1-2	3006		HGNC:4716	OMIM:142710	Chr6 p22.2	Chr6:26055740-26056471(-)	NM_005319	NP_005310	P16403
43219705	mouse, laboratory	10090	H1f6	107970	MGI:1888530			Chr13 9.88 cM	Chr13:23879794-23880528(+)	NM_010377	NP_034507	Q07133
43219705	human	9606	H1-6	3010		HGNC:4720	OMIM:142712	Chr6 p22.2	Chr6:26107412-26108136(-)	NM_005323	NP_005314	P22492
43219706	mouse, laboratory	10090	H1f1	80838	MGI:1931523			Chr13 9.91 cM	Chr13:23947649-23948389(+)	NM_030609	NP_085112	P43275
43219706	human	9606	H1-1	3024		HGNC:4715	OMIM:142709	Chr6 p22.2	Chr6:26017032-26017812(-)	NM_005325	NP_005316	Q02539
43219707	mouse, laboratory	10090	Bdkrb2	12062	MGI:102845			Chr12 55.76 cM	Chr12:105529485-105561496(+)	XM_006515442,NM_009747,XM_011243991,XM_036157172	XP_011242293,NP_033877,XP_036013065,XP_006515505	P32299
43219707	human	9606	BDKRB2	624		HGNC:1030	OMIM:113503	Chr14 q32.2	Chr14:96204798-96244329(+)	NM_001379692,NM_000623	NP_001366621,NP_000614	P30411
43219708	mouse, laboratory	10090	Rnf212b	102632837	MGI:5589964			Chr14 syntenic	Chr14:55051598-55091565(+)	NM_001370899,XM_011245289,XM_006519867,XM_006519865	XP_006519928,XP_006519930,XP_011243591,NP_001357828	D3Z423
43219708	human	9606	RNF212B	100507650		HGNC:20438		Chr14	Chr14:23185284-23274285(+)	NM_001282322,NM_001370218	XP_011534629,XP_011534630,NP_001357147,XP_011534618,NP_001269251,XP_011534621,XP_011534625	A8MTL3
43219709	mouse, laboratory	10090	Mon1b	270096	MGI:1923231			Chr8 59.65 cM	Chr8:114362219-114371811(+)	NM_001048143,NM_173015	NP_766603,NP_001041608	Q8BMQ8
43219709	human	9606	MON1B	22879		HGNC:25020	OMIM:608954	Chr16 q23.1	Chr16:77190919-77199646(+)	NM_001286639,NM_001286640,NM_014940	NP_055755,NP_001273569,NP_001273568	Q7L1V2
43219710	mouse, laboratory	10090	Cacng1	12299	MGI:1206582			Chr11 70.29 cM	Chr11:107594044-107607302(-)	NM_007582	NP_031608	O70578
43219710	human	9606	CACNG1	786		HGNC:1405	OMIM:114209	Chr17 q24.2	Chr17:67044536-67056797(+)	NM_000727	NP_000718	Q06432
43219711	mouse, laboratory	10090	Gnb4	14696	MGI:104581			Chr3 15.78 cM	Chr3:32634481-32670734(-)	NM_001348062,NM_001348105,XM_006535404,NM_001348104,NM_013531	XP_006535467,NP_038559,NP_001334991,NP_001335034,NP_001335033	P29387
43219711	human	9606	GNB4	59345		HGNC:20731	OMIM:610863	Chr3 q26.33	Chr3:179396088-179451583(-)	NM_021629	XP_006713784,XP_047304609,NP_067642,XP_005247749,XP_047304610	Q9HAV0
43219712	mouse, laboratory	10090	Vgll1	170828	MGI:2655768			ChrX 30.89 cM	ChrX:56133466-56151900(+)	NM_001313763,NM_133251	NP_573514,NP_001300692	Q99NC0
43219712	human	9606	VGLL1	51442		HGNC:20985	OMIM:300583	ChrX q26.3	ChrX:136532152-136556807(+)	NM_016267	NP_057351	Q99990
43219713	mouse, laboratory	10090	Nanos1	332397	MGI:2669254			Chr19 56.52 cM	Chr19:60744425-60748352(+)	NM_178421	NP_848508	Q80WY3
43219713	human	9606	NANOS1	340719		HGNC:23044	OMIM:608226	Chr10 q26.11	Chr10:119029716-119033732(+)	NM_199461,NM_001009553	NP_955631	Q8WY41
43219714	mouse, laboratory	10090	Nbr1	17966	MGI:108498			Chr11 65.36 cM	Chr11:101442975-101472777(+)	XM_006532430,XM_030245642,XM_030245641,XM_006532435,NM_001252223,NM_001252220,XM_006532431,NM_001252222,XM_006532434,XM_006532433,XM_030245639,NM_008676,XM_006532432	NP_001239149,NP_032702,XP_030101502,XP_006532498,NP_001239152,XP_030101501,XP_006532497,XP_006532496,XP_006532495,XP_006532494,NP_001239151,XP_006532493,XP_030101499	P97432
43219714	human	9606	NBR1	4077		HGNC:6746	OMIM:166945	Chr17 q21.31	Chr17:43170471-43211689(+)	NM_031858,NM_005899,NM_001291572,NM_001291571,NM_031862	NP_001278500,XP_024306517,XP_016880132,XP_006721966,NP_114068,NP_005890,XP_047292017,XP_011523115,NP_001278501	Q14596
43219715	mouse, laboratory	10090	Fam78b	226610	MGI:2443050			Chr1 74.38 cM	Chr1:166828986-166918871(+)	NM_001160261,NM_001160262,NM_175461,XM_006496789	NP_780670,XP_006496852,NP_001153734,NP_001153733	Q8BQN5
43219715	human	9606	FAM78B	149297		HGNC:13495		Chr1 q24.1	Chr1:166055918-166166755(-)	NM_001017961,NM_001320302	NP_001017961,NP_001307231	Q5VT40
43219716	mouse, laboratory	10090	Trhde	237553	MGI:2384311			Chr10 61.59 cM	Chr10:114234725-114638207(-)	NM_146241	NP_666353	Q8K093
43219716	human	9606	TRHDE	29953		HGNC:30748	OMIM:606950	Chr12 q21.1	Chr12:72087288-72666662(+)	NM_013381	XP_016874733,XP_016874732,NP_037513,XP_005268876,XP_011536550	Q9UKU6
43219717	mouse, laboratory	10090	Ube2d1	216080	MGI:2384911			Chr10 36.85 cM	Chr10:71090810-71121092(-)	XM_006513479,XM_006513478,NM_145420,XM_030245013	XP_030100873,XP_006513542,XP_006513541,NP_663395	P61080
43219717	human	9606	UBE2D1	7321		HGNC:12474	OMIM:602961	Chr10 q21.1	Chr10:58334979-58370753(+)	NM_001204880,NM_003338	NP_003329,NP_001191809	P51668
43219718	mouse, laboratory	10090	Tmem184b	223693	MGI:2445179			Chr15 37.7 cM	Chr15:79244884-79287503(-)	XM_006520810,XM_006520805,NM_001253820,NM_001378998,NM_001253819,NM_001253817,XM_036159354,XM_006520807,XM_036159353,XM_030248501,XM_006520806,XM_128300	NP_001240746,NP_001240749,NP_001365927,NP_766196,NP_001240748,XP_006520870,XP_036015247,XP_036015246,XP_006520873,XP_006520868,XP_006520869,XP_030104361	Q8BG09
43219718	human	9606	TMEM184B	25829		HGNC:1310		Chr22 q13.1	Chr22:38216045-38273034(-)	NM_001195071,NM_001195072,NM_012264	NP_001182000,NP_001182001,NP_036396,XP_011528414,XP_011528415,XP_011528416,XP_011528417,XP_016884243,XP_016884244,XP_016884245,XP_016884246,XP_016884248,XP_047297271,XP_047297272,XP_047297273,XP_047297274,XP_047297275,XP_047297276	Q9Y519
43219719	mouse, laboratory	10090	Tdrp	72148	MGI:1919398			Chr8 6.44 cM	Chr8:14002008-14025032(-)	NM_001361625,NM_173744,NM_001361630,NM_001361629,NM_001361628,XM_011242083,XM_011242084,XM_011242085	XP_011240387,XP_011240386,NP_001348558,XP_011240385,NP_001348557,NP_001348559,NP_001348554,NP_776105	Q8C5P7
43219719	human	9606	TDRP	157695		HGNC:26951	OMIM:619049	Chr8 p23.3	Chr8:489790-545781(-)	NM_001384899,NM_001256113,NM_001369716,NM_175075	NP_001243042,NP_001371828,NP_778250,XP_047277348	Q86YL5
43219720	mouse, laboratory	10090	Rimbp2	231760	MGI:2443235			Chr5 67.91 cM	Chr5:128834855-129030550(-)	XM_017320870,NM_001081388,NM_001310733,NM_001378900,XM_011240839,XM_030254432,XM_006504293,XM_006504297,XM_036165094,XM_006504296,XM_006504295,XM_006504294,XM_132396,XM_006504288,XM_017320871,XM_006504289	XP_030110292,XP_017176359,NP_001297662,XP_006504356,XP_006504357,XP_006504360,XP_017176360,NP_001074857,XP_006504352,NP_001365829,XP_011239141,XP_006504358,XP_006504351,XP_036020987,XP_006504359	Q80U40
43219720	human	9606	RIMBP2	23504		HGNC:30339	OMIM:611602	Chr12 q24.33	Chr12:130396133-130716361(-)	NM_001393627,NM_001351226,NM_001351227,NM_001351228,NM_001351229,NM_001351230,NM_001351231,NM_001351232,NM_001351233,NM_001393614,NM_001393615,NM_001393616,NM_001393617,NM_001393618,NM_001393619,NM_001393620,NM_001393621,NM_001393622,NM_001393623,NM_001393624,NM_001393625,NM_001393626,NM_001393628,NM_001393629,NM_015347	NP_001338161,NP_001338155,NP_001338156,NP_001338157,NP_001338158,NP_001338159,NP_001338160,NP_001338162,NP_001380543,NP_001380544,NP_001380545,NP_001380546,NP_001380547,NP_001380548,NP_001380549,NP_001380550,NP_001380551,NP_001380552,NP_001380553,NP_001380554,NP_001380555,NP_001380556,NP_001380557,NP_001380558,NP_056162,XP_011536405,XP_011536407,XP_011536408,XP_011536409,XP_011536410,XP_016874594,XP_016874595,XP_047284584,XP_047284585,XP_047284586	O15034
43219721	mouse, laboratory	10090	Klhdc3	71765	MGI:2651568			Chr17 22.9 cM	Chr17:46985476-46991840(-)	NM_001163729,XM_006524943,NM_027910	NP_001157201,XP_006525006,NP_082186	Q8VEM9
43219721	human	9606	KLHDC3	116138		HGNC:20704	OMIM:611248	Chr6 p21.1	Chr6:43014103-43021298(+)	NM_057161,NM_001242872	XP_047274120,XP_047274119,NP_476502	Q9BQ90
43219722	mouse, laboratory	10090	1110059E24Rik	66206	MGI:1913456			Chr19 15.54 cM	Chr19:21574677-21630155(-)	NM_025423	NP_079699	Q9CQ90
43219722	human	9606	C9orf85	138241		HGNC:28784		Chr9 q21.13	Chr9:71911340-71982700(+)	NM_198394,NM_001365055,NM_001365057,NM_182505,NM_001365053	NP_872311,NP_001351986,NP_001351984,NP_001351982,XP_047278723,XP_047278725,XP_047278724	Q96MD7
43219723	mouse, laboratory	10090	Hykk	235386	MGI:2443139			Chr9 29.84 cM	Chr9:54824574-54857208(+)	NM_177351	NP_796325	Q5U5V2
43219723	human	9606	HYKK	123688		HGNC:34403	OMIM:614681	Chr15 q25.1	Chr15:78507564-78537373(+)	NM_001013619,NM_001083612	NP_001013641,NP_001077081	A2RU49
43219724	mouse, laboratory	10090	Polq	77782	MGI:2155399			Chr16 26.32 cM	Chr16:36832148-36915779(+)	XM_036160180,XM_006522735,XM_006522736,NM_001159369,NM_029977	XP_006522798,XP_006522799,NP_001152841,XP_036016073,NP_084253	Q8CGS6
43219724	human	9606	POLQ	10721		HGNC:9186	OMIM:604419	Chr3 q13.33	Chr3:121431420-121546006(-)	NM_006596,NM_199420	NP_955452	O75417
43219725	mouse, laboratory	10090	BC055324	381306	MGI:3590554			Chr1 71.25 cM	Chr1:163773562-163822365(-)	NM_001357049,NM_201364,XM_006496909	XP_006496972,NP_001343978,NP_958752	Q3TQQ9
43219725	human	9606	C1orf112	55732		HGNC:25565		Chr1 q24.2	Chr1:169794730-169854080(+)	NM_018186,NM_001366773,NM_001320047,NM_001320048,NM_001320050,NM_001320051,NM_001363739,NM_001366768,NM_001366769,NM_001366770,NM_001366771,NM_001366772	NP_001306977,NP_001306979,NP_001306980,NP_001350668,NP_001353701,NP_001353702,XP_016857212,XP_047280699,XP_047280707,XP_047280708,XP_047280715,XP_047280716,XP_047280718,XP_047280726,XP_047280727,NP_001306976,NP_001353697,NP_001353698,NP_001353699,NP_001353700	Q9NSG2
43219726	mouse, laboratory	10090	Cabin1	104248	MGI:1298375			Chr10 38.56 cM	Chr10:75481946-75600175(-)	XM_006513022,NM_172549,XM_006513020,XM_006513021,XM_006513019	XP_006513085,NP_766137,XP_006513084,XP_006513082,XP_006513083	
43219726	human	9606	CABIN1	23523		HGNC:24187	OMIM:604251	Chr22 q11.23	Chr22:24011192-24178628(+)	NM_001201429,NM_012295,NM_001199281	XP_005261473,XP_047297205,XP_047297204,XP_047297203,XP_047297202,XP_047297201,XP_047297200,XP_047297199,XP_047297198,XP_047297197,XP_047297196,XP_047297195,XP_047297194,XP_047297193,XP_047297192,XP_047297191,XP_047297190,XP_047297189,XP_047297188,XP_047297187,XP_047297186,XP_047297185,XP_047297184,XP_047297183,XP_047297182,XP_047297181,XP_047297180,XP_047297179,XP_047297178,XP_047297177,XP_047297176,XP_047297175,XP_047297174,XP_047297173,XP_024307955,XP_024307954,XP_024307952,XP_016884172,XP_016884170,XP_016884169,XP_011528328,XP_006724244,XP_006724243,XP_006724242,XP_005261476,XP_005261474,XP_005261472,NP_036427,NP_001188358,NP_001186210	Q9Y6J0
43219727	mouse, laboratory	10090	Haspin	14841	MGI:1194498			Chr11 45.25 cM	Chr11:73026311-73029120(-)	NM_010353	NP_034483	Q9Z0R0
43219727	human	9606	HASPIN	83903		HGNC:19682	OMIM:609240	Chr17 p13.2	Chr17:3723903-3726699(+)	NM_031965	NP_114171	Q8TF76
43219728	mouse, laboratory	10090	Tmco6	71983	MGI:1919233			Chr18 19.46 cM	Chr18:36868092-36875450(+)	NM_028036,XM_030250612,XM_006526276	XP_006526339,XP_030106472,NP_082312	Q8BQX5
43219728	human	9606	TMCO6	55374		HGNC:28814		Chr5 q31.3	Chr5:140596529-140647411(+)	NM_001300980,NM_001300982,NM_018502	XP_016865107,XP_011535967,XP_011535965,XP_005268534,XP_047273314,XP_047273313,XP_047273312,XP_047273311,XP_047273310,XP_047273309,XP_024301893,NP_060972,XP_024301892,NP_001287909,NP_001287911	Q96DC7
43219729	mouse, laboratory	10090	Rbm26	74213	MGI:1921463			Chr14 55.36 cM	Chr14:105344187-105414763(-)	XM_030248069,XM_030248072,XM_036158866,XM_030248075,XM_036158867,XM_036158868,XM_036158871,XM_036158870,XM_030248058,XM_036158875,XM_036158874,XM_036158873,XM_036158872,XM_036158878,XM_036158877,XM_030248071,XM_036158876,XM_030248060,XM_030248061,XM_030248062,XM_036158869,NM_001368685,NM_134077,NM_001368684,NM_001368683	XP_030103935,NP_001355614,NP_001355613,NP_001355612,XP_036014762,XP_030103929,NP_598838,XP_036014763,XP_036014764,XP_036014765,XP_036014771,XP_036014760,XP_036014761,XP_036014770,XP_036014768,XP_030103921,XP_030103918,XP_030103931,XP_030103922,XP_030103932,XP_030103920,XP_036014767,XP_036014766,XP_036014769,XP_036014759	Q6NZN0
43219729	human	9606	RBM26	64062		HGNC:20327	OMIM:620081	Chr13 q31.1	Chr13:79311827-79406265(-)	NM_001286632,NM_022118,NM_018605,NM_001366735,NM_001286631	XP_047286475,XP_047286470,XP_047286471,XP_047286472,XP_047286473,XP_047286474,XP_047286477,XP_047286492,XP_047286491,XP_047286490,XP_047286489,XP_047286488,XP_047286487,XP_047286486,XP_047286485,XP_047286484,XP_047286483,XP_047286482,XP_047286481,NP_001273560,XP_047286480,NP_001273561,NP_001353664,NP_071401,XP_005266554,XP_006719920,XP_011533481,XP_011533483,XP_011533484,XP_011533486,XP_011533488,XP_011533497,XP_016876178,XP_016876184,XP_016876185,XP_016876186,XP_047286479,XP_047286478,XP_047286457,XP_047286458,XP_047286459,XP_047286460,XP_047286462,XP_047286463,XP_047286464,XP_047286465,XP_047286466,XP_047286467,XP_047286468,XP_047286469	Q5T8P6
43219730	mouse, laboratory	10090	Rex1bd	66462	MGI:1913712			Chr8 34.15 cM	Chr8:70956945-70959402(-)	NM_025577,NM_001357209	NP_001344138,NP_079853	Q9CYZ6
43219730	human	9606	REX1BD	55049		HGNC:26098		Chr19 p13.11	Chr19:18588685-18592337(+)	NM_001100419,NM_001100418,NM_017967	NP_001093888,NP_001093889,XP_047294982	Q96EN9
43219731	mouse, laboratory	10090	Tmem100	67888	MGI:1915138			Chr11 54.75 cM	Chr11:89921174-89927334(+)	NM_026433,XM_006534031,XM_036156923,XM_006534030	XP_006534093,XP_006534094,NP_080709,XP_036012816	Q9CQG9
43219731	human	9606	TMEM100	55273		HGNC:25607	OMIM:616334	Chr17 q22	Chr17:55719627-55732121(-)	NM_018286,NM_001099640	XP_047292298,NP_001093110,NP_060756,XP_016880304,XP_016880305,XP_047292297,XP_047292299	Q9NV29
43219732	mouse, laboratory	10090	Adgrf5	224792	MGI:2182928			Chr17 19.73 cM	Chr17:43671342-43770448(+)	XM_036160550,NM_001404530,NM_001081178,XM_036160546,XM_036160547,XM_036160548,XM_006524126,XM_006524127,XM_006524124,XM_006524125,XM_036160549,XM_006524128,XM_006524129,NM_001404541,NM_001357332,NM_001404546,NM_001404536,NM_001404548,NM_001404529	NP_001391465,NP_001074647,NP_001391459,NP_001391470,NP_001391458,NP_001344261,NP_001391475,NP_001391477,XP_036016443,XP_006524189,XP_006524188,XP_036016441,XP_006524187,XP_036016442,XP_036016439,XP_006524191,XP_006524190,XP_006524192,XP_036016440	G5E8Q8
43219732	human	9606	ADGRF5	221395		HGNC:19030		Chr6 p12.3	Chr6:46852505-46954954(-)	NM_015234,NM_001098518	XP_016865911,XP_005248951,XP_005248950,XP_005248949,XP_005248952,NP_001091988,NP_056049,XP_047274283,XP_047274282	Q8IZF2
43219733	mouse, laboratory	10090	Gatd3a	28295	MGI:1351861			Chr10 39.72 cM	Chr10:77997900-78005589(-)	NM_138601,NM_001364646	NP_613067,NP_001351575	Q9D172
43219733	human	9606	GATD3	8209		HGNC:1273	OMIM:601659	Chr21 q22.3	Chr21:44133612-44145723(+)	NM_198155,NM_004649,NM_001320384,NM_001320383	NP_001307312,NP_004640,NP_937798,XP_016883968,NP_001307313	P0DPI2
43219734	mouse, laboratory	10090	Coq8a	67426	MGI:1914676			Chr1 84.15 cM	Chr1:179992803-180023585(-)	XM_006496961,NM_001359268,XM_006496962,NM_001163290,NM_001359269,NM_023341	NP_075830,NP_001156762,NP_001346197,NP_001346198,XP_006497025,XP_006497024	Q60936
43219734	human	9606	COQ8A	56997		HGNC:16812	OMIM:606980	Chr1 q42.13	Chr1:226939339-226987545(+)	NM_020247	XP_005273258,XP_011542540,XP_011542541,XP_024304285,XP_024304286,XP_047281688,XP_047281695,XP_047281701,XP_047281705,NP_064632	Q8NI60
43219735	mouse, laboratory	10090	AI593442	330941	MGI:2143099			Chr9 29.12 cM	Chr9:52584342-52591080(-)	XM_011242565,XM_030244429,NM_001286641,XM_006510458,NM_178906	NP_001273570,XP_030100289,XP_011240867,XP_006510521,NP_849237	Q32M26
43219735	human	9606	C11orf87	399947		HGNC:33788		Chr11 q22.3	Chr11:109422120-109433003(+)	NM_207645	XP_011541120,XP_011541119,NP_997528	Q6NUJ2
43219736	mouse, laboratory	10090	Trim61	260296	MGI:2387432			Chr8 32.52 cM	Chr8:65465639-65471175(-)	NM_153110,NM_001177551	NP_694750,NP_001171022	
43219736	human	9606	TRIM61	391712		HGNC:24339	OMIM:619417	Chr4 q32.3	Chr4:164954446-164977666(-)	NM_001414904,NM_001012414	NP_001012414,NP_001401833	Q5EBN2
43219737	mouse, laboratory	10090	Trim60	234329	MGI:2387430			Chr8 32.51 cM	Chr8:65451959-65471236(-)	NM_153097	NP_694737	Q8VI40
43219737	human	9606	TRIM60	166655		HGNC:21162	OMIM:619416	Chr4 q32.3	Chr4:165031953-165041821(+)	NM_001258025,NM_152620	NP_689833,NP_001244954,XP_011529985	Q495X7
43219738	mouse, laboratory	10090	Map4k4	26921	MGI:1349394			Chr1 18.53 cM	Chr1:39940073-40065470(+)	XM_036165543,XM_011238530,XM_036165542,XM_036165522,XM_017321010,XM_036165514,XM_036165525,XM_036165561,XM_017321011,XM_030254710,XM_036165557,XM_036165539,XM_017320994,XM_036165507,XM_036165537,XM_036165505,XM_036165531,XM_036165550,XM_036165533,XM_017321021,XM_036165501,XM_036165552,XM_036165553,XM_017320998,XM_030254720,XM_036165556,XM_017321004,XM_006496041,XM_006496042,XM_017321002,XM_006496043,XM_036165498,XM_006496045,XM_017321001,XM_006496046,XM_036165495,NM_001252202,NM_001252200,NM_001252201,NM_008696,XM_036165547,XM_036165548,XM_036165549,XM_017321018,XM_036165528,XM_017321013,XM_036165565,XM_036165563,XM_036165567	XP_036021445,XP_036021435,XP_017176491,XP_017176490,XP_017176507,XP_036021391,XP_036021415,XP_036021458,XP_036021432,XP_036021394,XP_017176500,XP_017176493,XP_017176499,XP_030110580,XP_036021456,XP_036021418,XP_017176502,XP_036021430,XP_011236832,XP_036021450,XP_036021454,XP_036021436,XP_036021398,XP_036021440,XP_036021441,XP_006496109,XP_036021460,XP_036021442,XP_017176487,XP_006496108,XP_030110570,XP_006496105,XP_006496106,XP_006496104,XP_036021388,XP_036021426,XP_036021400,XP_036021421,XP_017176483,XP_017176510,XP_036021424,XP_036021407,XP_036021443,XP_036021446,NP_001239129,NP_032722,NP_001239130,NP_001239131,XP_036021449	P97820
43219738	human	9606	MAP4K4	9448		HGNC:6866	OMIM:604666	Chr2 q11.2	Chr2:101697703-101894690(+)	NM_001384506,NM_145687,NM_145686,NM_004834,NM_001395002,NM_001384579,NM_001384572,NM_001384567,NM_001384564,NM_001384563,NM_001384562,NM_001384561,NM_001384560,NM_001242559,NM_001242560,NM_001384476,NM_001384477,NM_001384478,NM_001384481,NM_001384559,NM_001384558,NM_001384482,NM_001384557,NM_001384556,NM_001384555,NM_001384554,NM_001384553,NM_001384552,NM_001384483,NM_001384484,NM_001384551,NM_001384550,NM_001384485,NM_001384486,NM_001384487,NM_001384488,NM_001384490,NM_001384491,NM_001384492,NM_001384493,NM_001384494,NM_001384495,NM_001384496,NM_001384549,NM_001384548,NM_001384543,NM_001384520,NM_001384509,NM_001384497,NM_001384508,NM_001384507	NP_001371501,NP_001371496,NP_001371493,NP_001371492,NP_001229489,NP_001371491,NP_663719,NP_663720,NP_001371472,NP_001229488,NP_004825,NP_001381931,NP_001371508,NP_001371485,NP_001371484,NP_001371483,NP_001371482,NP_001371481,NP_001371480,NP_001371479,NP_001371478,NP_001371438,NP_001371477,NP_001371449,NP_001371405,NP_001371406,NP_001371407,NP_001371410,NP_001371411,NP_001371412,NP_001371413,NP_001371414,NP_001371436,NP_001371435,NP_001371426,NP_001371425,NP_001371424,NP_001371423,NP_001371422,NP_001371421,NP_001371420,NP_001371419,NP_001371417,NP_001371416,NP_001371415,NP_001371437,NP_001371490,NP_001371489,NP_001371488,NP_001371487,NP_001371486	O95819
43219739	mouse, laboratory	10090	Cpxm1	56264	MGI:1934569			Chr2 63.22 cM	Chr2:130232695-130239494(-)	NM_019696	NP_062670	Q9Z100
43219739	human	9606	CPXM1	56265		HGNC:15771	OMIM:609555	Chr20 p13	Chr20:2794069-2800646(-)	NM_001184699,NM_019609	NP_001171628,NP_062555	Q96SM3
43219740	mouse, laboratory	10090	Atp5md	66477	MGI:1891435			Chr19 39.23 cM	Chr19:47071910-47079086(-)	NM_023211	NP_075700	Q78IK2
43219740	human	9606	ATP5MK	84833		HGNC:30889	OMIM:615204	Chr10 q24.33	Chr10:103389050-103396513(-)	NM_001206426,NM_001206427,NM_032747	NP_116136,NP_001193355,NP_001193356,XP_024304005	Q96IX5
43219741	mouse, laboratory	10090	Dcaf8	98193	MGI:91860			Chr1 79.54 cM	Chr1:171975574-172023960(+)	XM_036154566,XM_011238889,NM_153555,NM_001357204	XP_011237191,XP_036010459,NP_705783,NP_001344133	Q8N7N5
